"aid","eid","ep_num","ep_in_year","special_ep","year","airdate","ad_year","ad_month","ad_day","location_name","location_country","gid","guest_name","wiki_url","cl_pageid","sex","ethnicity","eth_grp","ed_priv","ed_priv_lab","ed_oxbr","ed_oxb_lab","profession_1","profession_notes","uk_pol","pol_cat_1","party_name","party_cat","parl","brex_stage","brex_lr","brex_lr_lab","brex_lr_source","brex_lr_link","brex_cat5","brex_cat_lab","brex_cat_source","brex_cat_link","brex_cat_notes","iraq_stage","party3","iraq_inv","iraq_inv_lab","iraq_inv_source","iraq_inv_link"
2893,"200101",719,1,0,2001,2001-01-11,2001,1,11,"London, England","England","611","David Puttnam","https://en.wikipedia.org/wiki/David_Puttnam","417492","0","10","White","0","State educated","99","Did not attend","1","HoL, Lord Temporal","1","2","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2894,"200101",719,1,0,2001,2001-01-11,2001,1,11,"London, England","England","1062","Julie Kirkbride","https://en.wikipedia.org/wiki/Julie_Kirkbride","427662","1","10","White","0","State educated","0","Other university","1","MP","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2895,"200101",719,1,0,2001,2001-01-11,2001,1,11,"London, England","England","1162","Margaret Beckett","https://en.wikipedia.org/wiki/Margaret_Beckett","224819","1","10","White","0","State educated","0","Other university","1","Leader of the HoC","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2896,"200101",719,1,0,2001,2001-01-11,2001,1,11,"London, England","England","1310","Nick Harvey","https://en.wikipedia.org/wiki/Nick_Harvey","434612","0","10","White","1","Privately educated","0","Other university","1","MP","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2897,"200101",719,1,0,2001,2001-01-11,2001,1,11,"London, England","England","1679","Trevor Kavanagh","https://en.wikipedia.org/wiki/Trevor_Kavanagh","447692","0","10","White","1","Privately educated","99","Did not attend","2","Political editor","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2898,"200102",720,2,0,2001,2001-01-18,2001,1,18,"Bristol, England","England","50","Margaret Jay","https://en.wikipedia.org/wiki/Margaret_Jay,_Baroness_Jay_of_Paddington","352612","1","10","White","1","Privately educated","1","Oxford/Cambridge","1","Leader of HoL","1","2","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2899,"200102",720,2,0,2001,2001-01-18,2001,1,18,"Bristol, England","England","60","Phil Willis","https://en.wikipedia.org/wiki/Phil_Willis,_Baron_Willis_of_Knaresborough","48967362","0","10","White","0","State educated","0","Other university","1","MP","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2900,"200102",720,2,0,2001,2001-01-18,2001,1,18,"Bristol, England","England","1124","Liam Fox","https://en.wikipedia.org/wiki/Liam_Fox","357375","0","10","White","0","State educated","0","Other university","1","Shadow Sec - Health","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2901,"200102",720,2,0,2001,2001-01-18,2001,1,18,"Bristol, England","England","1416","Phil de Glanville","https://en.wikipedia.org/wiki/Phil_de_Glanville","691743","0","10","White","1","Privately educated","0","Other university","3","Former rugby player","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2902,"200102",720,2,0,2001,2001-01-18,2001,1,18,"Bristol, England","England","1723","Yasmin Alibhai-Brown","https://en.wikipedia.org/wiki/Yasmin_Alibhai-Brown","1113384","1","40","Ethnic minority",NA,"No information","0","Other university","2","Journalist","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2903,"200103",721,3,0,2001,2001-01-25,2001,1,25,"Southampton, England","England","15","Angela Browning","https://en.wikipedia.org/wiki/Angela_Browning,_Baroness_Browning","66883319","1","10","White","0","State educated","0","Other university","1","Shadow Leader HoC","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2904,"200103",721,3,0,2001,2001-01-25,2001,1,25,"Southampton, England","England","344","Alistair Darling","https://en.wikipedia.org/wiki/Alistair_Darling","352652","0","10","White","1","Privately educated","0","Other university","1","Sec State - Work & Pensions","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2905,"200103",721,3,0,2001,2001-01-25,2001,1,25,"Southampton, England","England","1507","Rosie Boycott","https://en.wikipedia.org/wiki/Rosie_Boycott","57869204","1","10","White","1","Privately educated","0","Other university","2","Editor","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2906,"200103",721,3,0,2001,2001-01-25,2001,1,25,"Southampton, England","England","1648","Tim Rice","https://en.wikipedia.org/wiki/Tim_Rice","172838","0","10","White","1","Privately educated","99","Did not attend","3","Lyricist","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2907,"200103",721,3,0,2001,2001-01-25,2001,1,25,"Southampton, England","England","1705","Wayne Hemingway","https://en.wikipedia.org/wiki/Wayne_Hemingway","4432568","0","10","White","0","State educated","0","Other university","3","Designer","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2908,"200104",722,4,0,2001,2001-02-01,2001,2,1,"Carlisle, England","England","539","Claire Rayner","https://en.wikipedia.org/wiki/Claire_Rayner","552888","1","10","White","1","Privately educated","99","Did not attend","2","Columnist","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2909,"200104",722,4,0,2001,2001-02-01,2001,2,1,"Carlisle, England","England","594","David Heathcoat-Amory","https://en.wikipedia.org/wiki/David_Heathcoat-Amory","414010","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Shadow Sec - Trade & Industry","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2910,"200104",722,4,0,2001,2001-02-01,2001,2,1,"Carlisle, England","England","1003","John McCririck","https://en.wikipedia.org/wiki/John_McCririck","1148372","0","10","White","1","Privately educated","99","Did not attend","3","Pundit","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2911,"200104",722,4,0,2001,2001-02-01,2001,2,1,"Carlisle, England","England","1669","Tony Benn","https://en.wikipedia.org/wiki/Tony_Benn","100413","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2912,"200105",723,5,0,2001,2001-02-08,2001,2,8,"Lincoln, England","England","362","Andrew Lansley","https://en.wikipedia.org/wiki/Andrew_Lansley","428591","0","10","White","1","Privately educated","0","Other university","1","Shadow Minister - Cabinet Office","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2913,"200105",723,5,0,2001,2001-02-08,2001,2,8,"Lincoln, England","England","368","Andrew Rawnsley","https://en.wikipedia.org/wiki/Andrew_Rawnsley","2542586","0","10","White","1","Privately educated","1","Oxford/Cambridge","2","Associate editor","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2914,"200105",723,5,0,2001,2001-02-08,2001,2,8,"Lincoln, England","England","501","Charles Clarke","https://en.wikipedia.org/wiki/Charles_Clarke","304386","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2915,"200105",723,5,0,2001,2001-02-08,2001,2,8,"Lincoln, England","England","866","Jackie Ballard","https://en.wikipedia.org/wiki/Jackie_Ballard","420628","1","10","White","1","Privately educated","0","Other university","1","MP","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2916,"200105",723,5,0,2001,2001-02-08,2001,2,8,"Lincoln, England","England","1070","Karan Bilimoria","https://en.wikipedia.org/wiki/Karan_Bilimoria,_Baron_Bilimoria","6895977","0","30","Ethnic minority","1","Privately educated","0","Other university","5","CEO - Cobra Beer","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2917,"200106",724,6,0,2001,2001-02-15,2001,2,15,"Caernarfon, Wales","Wales","35","Glenys Kinnock","https://en.wikipedia.org/wiki/Glenys_Kinnock,_Baroness_Kinnock_of_Holyhead","66355538","1","10","White","0","State educated","0","Other university","1","MEP","1","3","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2918,"200106",724,6,0,2001,2001-02-15,2001,2,15,"Caernarfon, Wales","Wales","508","Cheryl Gillan","https://en.wikipedia.org/wiki/Cheryl_Gillan","426679","1","10","White","1","Privately educated","0","Other university","1","MP","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2919,"200106",724,6,0,2001,2001-02-15,2001,2,15,"Caernarfon, Wales","Wales","853","Ieuan Wyn Jones","https://en.wikipedia.org/wiki/Ieuan_Wyn_Jones","424833","0","10","White","0","State educated","0","Other university","1","Leader - Plaid Cymru","1","1","Plaid Cymru","7","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2920,"200106",724,6,0,2001,2001-02-15,2001,2,15,"Caernarfon, Wales","Wales","1114","Lembit Opik","https://en.wikipedia.org/wiki/Lembit_Opik","414476","0","10","White","0","State educated","0","Other university","1","MP","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2921,"200106",724,6,0,2001,2001-02-15,2001,2,15,"Caernarfon, Wales","Wales","1482","Robert Swan","https://en.wikipedia.org/wiki/Robert_Swan","7369212","0","10","White","1","Privately educated","0","Other university","3","Explorer","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2922,"200107",725,7,0,2001,2001-02-22,2001,2,22,"Birmingham, England","England","66","Shirley Williams","https://en.wikipedia.org/wiki/Shirley_Williams,_Baroness_Williams_of_Crosby","27730062","1","10","White","1","Privately educated","1","Oxford/Cambridge","1","House of Lords, Lord Temporal","1","2","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2923,"200107",725,7,0,2001,2001-02-22,2001,2,22,"Birmingham, England","England","560","Conrad Black","https://en.wikipedia.org/wiki/Conrad_Black","226085","0","10","White","1","Privately educated","0","Other university","5","Newspaper publisher","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2924,"200107",725,7,0,2001,2001-02-22,2001,2,22,"Birmingham, England","England","732","Francis Maude","https://en.wikipedia.org/wiki/Francis_Maude","414931","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Shadow Foreign Sec","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2925,"200107",725,7,0,2001,2001-02-22,2001,2,22,"Birmingham, England","England","1484","Robin Cook","https://en.wikipedia.org/wiki/Robin_Cook","186803","0","10","White","0","State educated","0","Other university","1","Sec State - Foreign & Commonwealth","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2926,"200108",726,8,0,2001,2001-03-01,2001,3,1,"Stockton-On-Tees, England","England","615","David Starkey","https://en.wikipedia.org/wiki/David_Starkey","211641","0","10","White","0","State educated","1","Oxford/Cambridge","3","Historian, tv presenter","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2927,"200108",726,8,0,2001,2001-03-01,2001,3,1,"Stockton-On-Tees, England","England","1277","Muriel Gray","https://en.wikipedia.org/wiki/Muriel_Gray","3408483","1","10","White","1","Privately educated","0","Other university","3","Author","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2928,"200108",726,8,0,2001,2001-03-01,2001,3,1,"Stockton-On-Tees, England","England","1305","Nick Brown","https://en.wikipedia.org/wiki/Nick_Brown","356898","0","10","White","0","State educated","0","Other university","1","Minister of State - Agriculture, Fisheries & Food","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2929,"200108",726,8,0,2001,2001-03-01,2001,3,1,"Stockton-On-Tees, England","England","1438","Raj Persaud","https://en.wikipedia.org/wiki/Rajendra_Persaud","47787391","0","20","Ethnic minority","1","Privately educated","0","Other university","7","Psychiatrist","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2930,"200108",726,8,0,2001,2001-03-01,2001,3,1,"Stockton-On-Tees, England","England","1652","Tim Yeo","https://en.wikipedia.org/wiki/Tim_Yeo","352623","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Shadow Minister - Agriculture, Fisheries & Food","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2931,"200109",727,9,0,2001,2001-03-08,2001,3,8,"London, England","England","541","Clare Short","https://en.wikipedia.org/wiki/Clare_Short","194194","1","10","White",NA,"No information","0","Other university","1","Sec State - International Development","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2932,"200109",727,9,0,2001,2001-03-08,2001,3,8,"London, England","England","1088","Ken Livingstone","https://en.wikipedia.org/wiki/Ken_Livingstone","18247224","0","10","White","0","State educated","99","Did not attend","1","Mayor of London","1","7","Independent","7","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2933,"200109",727,9,0,2001,2001-03-08,2001,3,8,"London, England","England","1255","Michael Portillo","https://en.wikipedia.org/wiki/Michael_Portillo","204498","0","10","White","0","State educated","1","Oxford/Cambridge","1","Shadow Chancellor","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2934,"200109",727,9,0,2001,2001-03-08,2001,3,8,"London, England","England","1352","Paddy Ashdown","https://en.wikipedia.org/wiki/Paddy_Ashdown","161628","0","10","White","1","Privately educated","99","Did not attend","1","MP","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2935,"200109",727,9,0,2001,2001-03-08,2001,3,8,"London, England","England","1524","Ruth Lea","https://en.wikipedia.org/wiki/Ruth_Lea","72149561","1","10","White","0","State educated","0","Other university","7","Economist","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2936,"200110",728,10,0,2001,2001-03-15,2001,3,15,"Glasgow, Scotland","Scotland","811","Helen Liddell","https://en.wikipedia.org/wiki/Helen_Liddell,_Baroness_Liddell_of_Coatdyke","66883271","1","10","White","0","State educated","0","Other university","1","Sec State - Scotland","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2937,"200110",728,10,0,2001,2001-03-15,2001,3,15,"Glasgow, Scotland","Scotland","838","Iain Duncan Smith","https://en.wikipedia.org/wiki/Iain_Duncan_Smith","159548","0","10","White","0","State educated","99","Did not attend","1","Shadow Sec - Defence","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2938,"200110",728,10,0,2001,2001-03-15,2001,3,15,"Glasgow, Scotland","Scotland","1156","Malcolm Bruce","https://en.wikipedia.org/wiki/Malcolm_Bruce","414775","0","10","White","1","Privately educated","0","Other university","1","Chair - Liberal Democrats","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2939,"200110",728,10,0,2001,2001-03-15,2001,3,15,"Glasgow, Scotland","Scotland","1504","Roseanna Cunningham","https://en.wikipedia.org/wiki/Roseanna_Cunningham","294750","1","10","White","1","Privately educated","0","Other university","1","Dept Leader - SNP","1","4","SNP","4","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2940,"200110",728,10,0,2001,2001-03-15,2001,3,15,"Glasgow, Scotland","Scotland","1667","Tommy Sheridan","https://en.wikipedia.org/wiki/Tommy_Sheridan","358155","0","10","White","0","State educated","0","Other university","1","Convenor - Scottish Socialist Party","1","4","SSP","7","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2941,"200111",729,11,0,2001,2001-03-22,2001,3,22,"Exeter, England","England","76","Matthew Taylor","https://en.wikipedia.org/wiki/Matthew_Taylor,_Baron_Taylor_of_Goss_Moor","450265","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Lib Dem Spokesperson - Treasury","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2942,"200111",729,11,0,2001,2001-03-22,2001,3,22,"Exeter, England","England","544","Clarissa Dickson Wright","https://en.wikipedia.org/wiki/Clarissa_Dickson_Wright","1855032","1","10","White","1","Privately educated","0","Other university","3","Chef","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2943,"200111",729,11,0,2001,2001-03-22,2001,3,22,"Exeter, England","England","575","Darcus Howe","https://en.wikipedia.org/wiki/Darcus_Howe","2946450","0","20","Ethnic minority","0","State educated","99","Did not attend","3","Broadcaster","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2944,"200111",729,11,0,2001,2001-03-22,2001,3,22,"Exeter, England","England","814","Helene Hayman","https://en.wikipedia.org/wiki/Helene_Hayman,_Baroness_Hayman","469263","1","10","White","0","State educated","1","Oxford/Cambridge","1","HoL, Lord Temporal","1","2","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2945,"200111",729,11,0,2001,2001-03-22,2001,3,22,"Exeter, England","England","1233","Michael Ancram","https://en.wikipedia.org/wiki/Michael_Ancram","252986","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Chairman - Conservative Party","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2946,"200112",730,12,0,2001,2001-03-29,2001,3,29,"Leeds, England","England","99","Anna White","NA","418973","1",NA,"No information",NA,"No information",NA,"No information",NA,NA,"0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2947,"200112",730,12,0,2001,2001-03-29,2001,3,29,"Leeds, England","England","320","Alan Milburn","https://en.wikipedia.org/wiki/Alan_Milburn","244577","0","10","White","0","State educated","0","Other university","1","Sec State - Health","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2948,"200112",730,12,0,2001,2001-03-29,2001,3,29,"Leeds, England","England","385","Ann Widdecombe","https://en.wikipedia.org/wiki/Ann_Widdecombe","2422","1","10","White","0","State educated","0","Other university","1","Shadow Home Sec","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2949,"200112",730,12,0,2001,2001-03-29,2001,3,29,"Leeds, England","England","1229","Menzies Campbell","https://en.wikipedia.org/wiki/Menzies_Campbell","354520","0","10","White","0","State educated","0","Other university","1","Lib Dem Spokesperson - Foreign Affairs","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2950,"200112",730,12,0,2001,2001-03-29,2001,3,29,"Leeds, England","England","1240","Michael Gove","https://en.wikipedia.org/wiki/Michael_Gove","1281068","0","10","White","1","Privately educated","1","Oxford/Cambridge","2","Journalist","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2951,"200113",731,13,0,2001,2001-04-04,2001,4,4,"London, England","England","619","David Willetts","https://en.wikipedia.org/wiki/David_Willetts","415061","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Shadow Sec - Work & Pensions","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2952,"200113",731,13,0,2001,2001-04-04,2001,4,4,"London, England","England","901","Janet Street-Porter","https://en.wikipedia.org/wiki/Janet_Street-Porter","462501","1","10","White","0","State educated","0","Other university","2","Editor, Media Personality (Indp. On Sunday)","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2953,"200113",731,13,0,2001,2001-04-04,2001,4,4,"London, England","England","1495","Roger Scruton","https://en.wikipedia.org/wiki/Roger_Scruton","1010808","0","10","White","0","State educated","1","Oxford/Cambridge","7","Philosopher","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2954,"200113",731,13,0,2001,2001-04-04,2001,4,4,"London, England","England","1577","Simon Hughes","https://en.wikipedia.org/wiki/Simon_Hughes","354345","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Lib Dem Spokesperson - Home Affairs","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2955,"200113",731,13,0,2001,2001-04-04,2001,4,4,"London, England","England","1592","Stephen Byers","https://en.wikipedia.org/wiki/Stephen_Byers","228513","0","10","White","0","State educated","0","Other university","1","Sec State - Trade & Industry","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2956,"200114",732,14,0,2001,2001-04-26,2001,4,26,"Manchester, England","England","22","Charles Falconer","https://en.wikipedia.org/wiki/Charles_Falconer,_Baron_Falconer_of_Thoroton","52549290","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","House of Lords, Lord Temporal","1","2","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2957,"200114",732,14,0,2001,2001-04-26,2001,4,26,"Manchester, England","England","1196","Martin Bell","https://en.wikipedia.org/wiki/Martin_Bell","269902","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Independent","7","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2958,"200114",732,14,0,2001,2001-04-26,2001,4,26,"Manchester, England","England","1385","Peter Ainsworth","https://en.wikipedia.org/wiki/Peter_Ainsworth","93464","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Shadow Sec - Culture, Media & Sport","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2959,"200114",732,14,0,2001,2001-04-26,2001,4,26,"Manchester, England","England","1576","Simon Heffer","https://en.wikipedia.org/wiki/Simon_Heffer","1298232","0","10","White","0","State educated","1","Oxford/Cambridge","2","Journalist, historian","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2960,"200114",732,14,0,2001,2001-04-26,2001,4,26,"Manchester, England","England","1627","Tanni Grey-Thompson","https://en.wikipedia.org/wiki/Tanni_Grey-Thompson","950123","1","10","White","0","State educated","0","Other university","3","Athlete","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2961,"200115",733,15,0,2001,2001-05-03,2001,5,3,"Southampton, England","England","448","Bill Morris","https://en.wikipedia.org/wiki/Bill_Morris,_Baron_Morris_of_Handsworth","634694","0","20","Ethnic minority",NA,"No information",NA,"No information","6","General Sec - Transport & General Workers Union","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2962,"200115",733,15,0,2001,2001-05-03,2001,5,3,"Southampton, England","England","516","Chris Smith","https://en.wikipedia.org/wiki/Chris_Smith,_Baron_Smith_of_Finsbury","304477","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Sec State - Culture, Media & Sport","1","1","Labour","2","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2963,"200115",733,15,0,2001,2001-05-03,2001,5,3,"Southampton, England","England","1190","Mark Oaten","https://en.wikipedia.org/wiki/Mark_Oaten","415685","0","10","White","0","State educated","0","Other university","1","MP","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2964,"200115",733,15,0,2001,2001-05-03,2001,5,3,"Southampton, England","England","1415","Petronella Wyatt","https://en.wikipedia.org/wiki/Petronella_Wyatt","8548125","1","10","White","1","Privately educated","0","Other university","2","Journalist","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2965,"200115",733,15,0,2001,2001-05-03,2001,5,3,"Southampton, England","England","1642","Theresa May","https://en.wikipedia.org/wiki/Theresa_May","351873","1","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2966,"200116",734,16,0,2001,2001-05-10,2001,5,10,"London, England","England","44","Jenny Tonge","https://en.wikipedia.org/wiki/Jenny_Tonge,_Baroness_Tonge","450282","1","10","White","0","State educated","0","Other university","1","MP","1","1","Lib Dem","3","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2967,"200116",734,16,0,2001,2001-05-10,2001,5,10,"London, England","England","518","Chris Woodhead","https://en.wikipedia.org/wiki/Chris_Woodhead","1397435","0","10","White","0","State educated","0","Other university","8","former Chief Inspector of Schools","0",NA,NA,NA,"97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2968,"200116",734,16,0,2001,2001-05-10,2001,5,10,"London, England","England","1018","John Redwood","https://en.wikipedia.org/wiki/John_Redwood","163684","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Conservative","1","97-01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
