"aid","eid","ep_num","ep_in_year","special_ep","year","airdate","ad_year","ad_month","ad_day","location_name","location_country","gid","guest_name","wiki_url","cl_pageid","sex","ethnicity","eth_grp","ed_priv","ed_priv_lab","ed_oxbr","ed_oxb_lab","profession_1","profession_notes","uk_pol","pol_cat_1","party_name","party_cat","parl","brex_stage","brex_lr","brex_lr_lab","brex_lr_source","brex_lr_link","brex_cat5","brex_cat_lab","brex_cat_source","brex_cat_link","brex_cat_notes","iraq_stage","party3","iraq_inv","iraq_inv_lab","iraq_inv_source","iraq_inv_link"
3884,"200627",925,27,0,2006,2006-10-05,2006,10,5,"Bournemouth, England","England","1342","Oliver Letwin","https://en.wikipedia.org/wiki/Oliver_Letwin","331975","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3885,"200627",925,27,0,2006,2006-10-05,2006,10,5,"Bournemouth, England","England","1536","Sandra Howard","https://en.wikipedia.org/wiki/Sandra_Howard","1465462","1","10","White",NA,"No information",NA,"No information","3","Author","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3886,"200628",926,28,0,2006,2006-10-12,2006,10,12,"Glasgow, Scotland","Scotland","317","Alan Duncan","https://en.wikipedia.org/wiki/Alan_Duncan","414463","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3887,"200628",926,28,0,2006,2006-10-12,2006,10,12,"Glasgow, Scotland","Scotland","549","Clive Anderson","https://en.wikipedia.org/wiki/Clive_Anderson","7462","0","10","White","0","State educated","1","Oxford/Cambridge","3","TV Presenter, comedy writer","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3888,"200628",926,28,0,2006,2006-10-12,2006,10,12,"Glasgow, Scotland","Scotland","1318","Nicola Sturgeon","https://en.wikipedia.org/wiki/Nicola_Sturgeon","579570","1","10","White","0","State educated","0","Other university","1","Dept Leader, SNP","1","4","SNP","4","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3889,"200628",926,28,0,2006,2006-10-12,2006,10,12,"Glasgow, Scotland","Scotland","1667","Tommy Sheridan","https://en.wikipedia.org/wiki/Tommy_Sheridan","358155","0","10","White","0","State educated","0","Other university","1","Joint convenor - Solidarity","1","4","Solidarity","7","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3890,"200628",926,28,0,2006,2006-10-12,2006,10,12,"Glasgow, Scotland","Scotland","1688","Vera Baird","https://en.wikipedia.org/wiki/Vera_Baird","414430","1","10","White","0","State educated","0","Other university","1","MP","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3891,"200629",927,29,0,2006,2006-10-19,2006,10,19,"Preston, England","England","38","Hilary Armstrong","https://en.wikipedia.org/wiki/Hilary_Armstrong,_Baroness_Armstrong_of_Hill_Top","66861756","1","10","White","0","State educated","0","Other university","1","Minister for Cabinet Office","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3892,"200629",927,29,0,2006,2006-10-19,2006,10,19,"Preston, England","England","512","Chris Huhne","https://en.wikipedia.org/wiki/Chris_Huhne","723762","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Lib Dem Spokesperson - Enivronment, Food & Rural Affairs","1","1","Lib Dem","3","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3893,"200629",927,29,0,2006,2006-10-19,2006,10,19,"Preston, England","England","802","Hardeep Singh Kohli","https://en.wikipedia.org/wiki/Hardeep_Singh_Kohli","3955971","0","30","Ethnic minority","1","Privately educated","0","Other university","3","TV Presenter","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3894,"200629",927,29,0,2006,2006-10-19,2006,10,19,"Preston, England","England","1531","Salma Yaqoob","https://en.wikipedia.org/wiki/Salma_Yaqoob","46398921","1","30","Ethnic minority",NA,"No information","0","Other university","1","Leader - Respect Party","1","7","Respect","7","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3895,"200629",927,29,0,2006,2006-10-19,2006,10,19,"Preston, England","England","1642","Theresa May","https://en.wikipedia.org/wiki/Theresa_May","351873","1","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3896,"200630",928,30,0,2006,2006-10-26,2006,10,26,"Exeter, England","England","58","Pauline Neville-Jones","https://en.wikipedia.org/wiki/Pauline_Neville-Jones,_Baroness_Neville-Jones","1212023","1","10","White","1","Privately educated","1","Oxford/Cambridge","1","Conservative policy advisor","1","8","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3897,"200630",928,30,0,2006,2006-10-26,2006,10,26,"Exeter, England","England","426","Ben Bradshaw","https://en.wikipedia.org/wiki/Ben_Bradshaw","221182","0","10","White","0","State educated","0","Other university","1","MP","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3898,"200630",928,30,0,2006,2006-10-26,2006,10,26,"Exeter, England","England","901","Janet Street-Porter","https://en.wikipedia.org/wiki/Janet_Street-Porter","462501","1","10","White","0","State educated","0","Other university","2","Journalist, Media Personality","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3899,"200630",928,30,0,2006,2006-10-26,2006,10,26,"Exeter, England","England","1233","Michael Ancram","https://en.wikipedia.org/wiki/Michael_Ancram","252986","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3900,"200630",928,30,0,2006,2006-10-26,2006,10,26,"Exeter, England","England","1352","Paddy Ashdown","https://en.wikipedia.org/wiki/Paddy_Ashdown","161628","0","10","White","1","Privately educated","99","Did not attend","1","house of Lords, Lord Temporal","1","2","Lib Dem","3","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3901,"200631",929,31,0,2006,2006-11-02,2006,11,2,"London, England","England","350","Amanda Platell","https://en.wikipedia.org/wiki/Amanda_Platell","851067","1","10","White",NA,"No information","0","Other university","2","Journalist","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3902,"200631",929,31,0,2006,2006-11-02,2006,11,2,"London, England","England","501","Charles Clarke","https://en.wikipedia.org/wiki/Charles_Clarke","304386","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3903,"200631",929,31,0,2006,2006-11-02,2006,11,2,"London, England","England","1229","Menzies Campbell","https://en.wikipedia.org/wiki/Menzies_Campbell","354520","0","10","White","0","State educated","0","Other university","1","Leader - Lib Dems","1","1","Lib Dem","3","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3904,"200631",929,31,0,2006,2006-11-02,2006,11,2,"London, England","England","1244","Michael Heseltine","https://en.wikipedia.org/wiki/Michael_Heseltine","64044","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","House of Lords, Lord Temporal","1","2","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3905,"200631",929,31,0,2006,2006-11-02,2006,11,2,"London, England","England","1395","Peter Hitchens","https://en.wikipedia.org/wiki/Peter_Hitchens","497972","0","10","White","1","Privately educated","0","Other university","2","Journalist, author","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3906,"200632",930,32,0,2006,2006-11-09,2006,11,9,"Burton upon Trent, England","England","182","Jan Berry","NA","418973","1",NA,"No information",NA,"No information",NA,"No information",NA,NA,"0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3907,"200632",930,32,0,2006,2006-11-09,2006,11,9,"Burton upon Trent, England","England","498","Catherine Meyer","https://en.wikipedia.org/wiki/Catherine_Meyer","57723185","1","10","White","1","Privately educated","0","Other university","9","CEO - Action Against Abduction","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3908,"200632",930,32,0,2006,2006-11-09,2006,11,9,"Burton upon Trent, England","England","748","Geoff Hoon","https://en.wikipedia.org/wiki/Geoff_Hoon","166501","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Minister of State - Europe","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3909,"200632",930,32,0,2006,2006-11-09,2006,11,9,"Burton upon Trent, England","England","1158","Malcolm Rifkind","https://en.wikipedia.org/wiki/Malcolm_Rifkind","354551","0","10","White","1","Privately educated","0","Other university","1","MP","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3910,"200632",930,32,0,2006,2006-11-09,2006,11,9,"Burton upon Trent, England","England","1437","Rageh Omaar","https://en.wikipedia.org/wiki/Rageh_Omaar","1232802","0","20","Ethnic minority","1","Privately educated","1","Oxford/Cambridge","2","Journalist, presenter - Al Jazeera","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3911,"200633",931,33,0,2006,2006-11-16,2006,11,16,"Cheltenham, England","England","458","Boris Johnson","https://en.wikipedia.org/wiki/Boris_Johnson","19065069","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3912,"200633",931,33,0,2006,2006-11-16,2006,11,16,"Cheltenham, England","England","891","Jane Bonham Carter","https://en.wikipedia.org/wiki/Jane_Bonham_Carter","3836666","1","10","White","1","Privately educated","0","Other university","1","HoL, Lord Temporal","1","2","Lib Dem","3","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3913,"200633",931,33,0,2006,2006-11-16,2006,11,16,"Cheltenham, England","England","1475","Robert Kilroy-Silk","https://en.wikipedia.org/wiki/Robert_Kilroy-Silk","426414","0","10","White","0","State educated","0","Other university","1","MEP","1","3","Independent","7","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3914,"200633",931,33,0,2006,2006-11-16,2006,11,16,"Cheltenham, England","England","1555","Shappi Khorsandi","https://en.wikipedia.org/wiki/Shappi_Khorsandi","68613547","1","50","Ethnic minority",NA,"No information","0","Other university","3","Comedian","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3915,"200633",931,33,0,2006,2006-11-16,2006,11,16,"Cheltenham, England","England","1672","Tony McNulty","https://en.wikipedia.org/wiki/Tony_McNulty","434730","0","10","White","0","State educated","0","Other university","1","Minister of State - Security, Counterterrorism, Crime & Policing","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3916,"200634",932,34,0,2006,2006-11-23,2006,11,23,"Hartlepool, England","England","65","Sayeeda Warsi","https://en.wikipedia.org/wiki/Sayeeda_Warsi,_Baroness_Warsi","3779241","1","30","Ethnic minority","0","State educated","0","Other university","1","Conservative candidate","1","8","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3917,"200634",932,34,0,2006,2006-11-23,2006,11,23,"Hartlepool, England","England","632","Denis MacShane","https://en.wikipedia.org/wiki/Denis_MacShane","417475","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3918,"200634",932,34,0,2006,2006-11-23,2006,11,23,"Hartlepool, England","England","719","Esther Rantzen","https://en.wikipedia.org/wiki/Esther_Rantzen","636931","1","10","White","1","Privately educated","1","Oxford/Cambridge","2","Journalist, presenter, founder Childline","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3919,"200634",932,34,0,2006,2006-11-23,2006,11,23,"Hartlepool, England","England","1426","Polly Toynbee","https://en.wikipedia.org/wiki/Polly_Toynbee","630402","1","10","White","1","Privately educated",NA,"No information","2","Journalist","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3920,"200634",932,34,0,2006,2006-11-23,2006,11,23,"Hartlepool, England","England","1545","Sarah Teather","https://en.wikipedia.org/wiki/Sarah_Teather","322202","1","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Lib Dem","3","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3921,"200635",933,35,0,2006,2006-11-30,2006,11,30,"Belfast, Northern Ireland","Northern Ireland","617","David Trimble","https://en.wikipedia.org/wiki/David_Trimble","229108","0","10","White","0","State educated","0","Other university","1","HoL, Lord Temporal","1","2","UUP","7","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3922,"200635",933,35,0,2006,2006-11-30,2006,11,30,"Belfast, Northern Ireland","Northern Ireland","915","Jeffrey Donaldson","https://en.wikipedia.org/wiki/Jeffrey_Donaldson","407867","0","10","White","0","State educated","99","Did not attend","1","MP","1","1","DUP","7","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3923,"200635",933,35,0,2006,2006-11-30,2006,11,30,"Belfast, Northern Ireland","Northern Ireland","1186","Mark Durkan","https://en.wikipedia.org/wiki/Mark_Durkan","410506","0","10","White","0","State educated","0","Other university","1","Leader - Social Democratic & Labour Party (NI)","1","6","SDLP","7","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3924,"200635",933,35,0,2006,2006-11-30,2006,11,30,"Belfast, Northern Ireland","Northern Ireland","1199","Martin McGuinness","https://en.wikipedia.org/wiki/Martin_McGuinness","415632","0","10","White","0","State educated","99","Did not attend","1","MP, MLA","1","6","Sinn Fein","7","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3925,"200635",933,35,0,2006,2006-11-30,2006,11,30,"Belfast, Northern Ireland","Northern Ireland","1391","Peter Hain","https://en.wikipedia.org/wiki/Peter_Hain","41613028","0","10","White","1","Privately educated","0","Other university","1","Sec State for Wales","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3926,"200636",934,36,0,2006,2006-12-07,2006,12,7,"London, England","England","43","Jeff Randall","https://en.wikipedia.org/wiki/Jeff_Randall_(journalist)","3396275","0","10","White","0","State educated","0","Other university","2","Journalist","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3927,"200636",934,36,0,2006,2006-12-07,2006,12,7,"London, England","England","588","David Davis","https://en.wikipedia.org/wiki/David_Davis_(British_politician)","352474","0","10","White","0","State educated","0","Other university","1","Shadow Home Sec","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3928,"200636",934,36,0,2006,2006-12-07,2006,12,7,"London, England","England","1178","Mariella Frostrup","https://en.wikipedia.org/wiki/Mariella_Frostrup","794585","1","10","White",NA,"No information",NA,"No information","2","Journalist, presenter","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3929,"200636",934,36,0,2006,2006-12-07,2006,12,7,"London, England","England","1195","Martin Amis","https://en.wikipedia.org/wiki/Martin_Amis","87240","0","10","White","0","State educated","1","Oxford/Cambridge","3","Author","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3930,"200636",934,36,0,2006,2006-12-07,2006,12,7,"London, England","England","1523","Ruth Kelly","https://en.wikipedia.org/wiki/Ruth_Kelly","427630","1","10","White","1","Privately educated","1","Oxford/Cambridge","1","Sec State - Communities & Local Govt","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3931,"200701",935,1,0,2007,2007-01-11,2007,1,11,"Dartford, England","England","22","Charles Falconer","https://en.wikipedia.org/wiki/Charles_Falconer,_Baron_Falconer_of_Thoroton","52549290","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Lord High Chancellor for GB","1","2","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3932,"200701",935,1,0,2007,2007-01-11,2007,1,11,"Dartford, England","England","502","Charles Kennedy","https://en.wikipedia.org/wiki/Charles_Kennedy","26598741","0","10","White","0","State educated","0","Other university","1","Leader - Lib Dems","1","1","Lib Dem","3","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3933,"200701",935,1,0,2007,2007-01-11,2007,1,11,"Dartford, England","England","541","Clare Short","https://en.wikipedia.org/wiki/Clare_Short","194194","1","10","White",NA,"No information","0","Other university","1","MP","1","1","Independent Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,"200701",935,1,0,2007,2007-01-11,2007,1,11,"Dartford, England","England","761","George Osborne","https://en.wikipedia.org/wiki/George_Osborne","422814","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Shadow Chancellor of Exchequer","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3935,"200701",935,1,0,2007,2007-01-11,2007,1,11,"Dartford, England","England","1086","Kelvin MacKenzie","https://en.wikipedia.org/wiki/Kelvin_MacKenzie","462495","0","10","White","1","Privately educated","99","Did not attend","2","Journalist","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3936,"200702",936,2,0,2007,2007-01-18,2007,1,18,"Northampton, England","England","588","David Davis","https://en.wikipedia.org/wiki/David_Davis_(British_politician)","352474","0","10","White","0","State educated","0","Other university","1","Shadow Home Sec","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3937,"200702",936,2,0,2007,2007-01-18,2007,1,18,"Northampton, England","England","694","Edwina Currie","https://en.wikipedia.org/wiki/Edwina_Currie","292266","1","10","White","0","State educated","1","Oxford/Cambridge","1","Former MP","1","91","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3938,"200702",936,2,0,2007,2007-01-18,2007,1,18,"Northampton, England","England","872","Jacqui Smith","https://en.wikipedia.org/wiki/Jacqui_Smith","450452","1","10","White","0","State educated","1","Oxford/Cambridge","1","HoC Chief Whip","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3939,"200702",936,2,0,2007,2007-01-18,2007,1,18,"Northampton, England","England","1306","Nick Clegg","https://en.wikipedia.org/wiki/Nick_Clegg","728093","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Lib Dem Spokesperson - Home Affairs","1","1","Lib Dem","3","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3940,"200702",936,2,0,2007,2007-01-18,2007,1,18,"Northampton, England","England","1554","Shami Chakrabarti","https://en.wikipedia.org/wiki/Shami_Chakrabarti","21438414","1","30","Ethnic minority","0","State educated","0","Other university","8","Barrister, Director of Liberty","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3941,"200703",937,3,0,2007,2007-01-25,2007,1,25,"High Wycombe, England","England","390","Anne Atkins","https://en.wikipedia.org/wiki/Anne_Atkins","13971226","1","10","White","1","Privately educated","1","Oxford/Cambridge","3","Broadcaster, author","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3942,"200703",937,3,0,2007,2007-01-25,2007,1,25,"High Wycombe, England","England","626","Deborah Bull","https://en.wikipedia.org/wiki/Deborah_Bull","1212036","1","10","White","1","Privately educated","99","Did not attend","3","Dancer, broadcaster","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3943,"200703",937,3,0,2007,2007-01-25,2007,1,25,"High Wycombe, England","England","748","Geoff Hoon","https://en.wikipedia.org/wiki/Geoff_Hoon","166501","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Minister of State - Europe","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3944,"200703",937,3,0,2007,2007-01-25,2007,1,25,"High Wycombe, England","England","1217","Matthew Parris","https://en.wikipedia.org/wiki/Matthew_Parris","462504","0","10","White","1","Privately educated","1","Oxford/Cambridge","3","Political writer, broadcaster, former MP","0","91","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3945,"200703",937,3,0,2007,2007-01-25,2007,1,25,"High Wycombe, England","England","1302","Nicholas Soames","https://en.wikipedia.org/wiki/Nicholas_Soames","416044","0","10","White","1","Privately educated","99","Did not attend","1","MP","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3946,"200704",938,4,0,2007,2007-02-01,2007,2,1,"Doncaster, England","England","362","Andrew Lansley","https://en.wikipedia.org/wiki/Andrew_Lansley","428591","0","10","White","1","Privately educated","0","Other university","1","Shadow Sec - Health","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3947,"200704",938,4,0,2007,2007-02-01,2007,2,1,"Doncaster, England","England","804","Harriet Harman","https://en.wikipedia.org/wiki/Harriet_Harman","354361","1","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3948,"200704",938,4,0,2007,2007-02-01,2007,2,1,"Doncaster, England","England","1190","Mark Oaten","https://en.wikipedia.org/wiki/Mark_Oaten","415685","0","10","White","0","State educated","0","Other university","1","MP","1","1","Lib Dem","3","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3949,"200704",938,4,0,2007,2007-02-01,2007,2,1,"Doncaster, England","England","1547","Sarfraz Manzoor","https://en.wikipedia.org/wiki/Sarfraz_Manzoor","8707306","0","30","Ethnic minority","0","State educated","0","Other university","2","Journalist, broadcaster","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3950,"200704",938,4,0,2007,2007-02-01,2007,2,1,"Doncaster, England","England","1682","Tristram Hunt","https://en.wikipedia.org/wiki/Tristram_Hunt","215113","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Labour candidate","1","8","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3951,"200705",939,5,0,2007,2007-02-08,2007,2,8,"Birmingham, England","England","605","David Miliband","https://en.wikipedia.org/wiki/David_Miliband","19339264","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","Sec State - Environment, Food & Rural Affairs","1","1","Labour","2","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3952,"200705",939,5,0,2007,2007-02-08,2007,2,8,"Birmingham, England","England","740","Frederick Forsyth","https://en.wikipedia.org/wiki/Frederick_Forsyth","299541","0","10","White","1","Privately educated","0","Other university","3","Author","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3953,"200705",939,5,0,2007,2007-02-08,2007,2,8,"Birmingham, England","England","1092","Kenneth Clarke","https://en.wikipedia.org/wiki/Kenneth_Clarke","100456","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","MP","1","1","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3954,"200705",939,5,0,2007,2007-02-08,2007,2,8,"Birmingham, England","England","1531","Salma Yaqoob","https://en.wikipedia.org/wiki/Salma_Yaqoob","46398921","1","30","Ethnic minority",NA,"No information","0","Other university","1","Leader - Respect Party","1","7","Respect","7","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3955,"200705",939,5,0,2007,2007-02-08,2007,2,8,"Birmingham, England","England","1577","Simon Hughes","https://en.wikipedia.org/wiki/Simon_Hughes","354345","0","10","White","1","Privately educated","1","Oxford/Cambridge","1","President - Lib Dems","1","1","Lib Dem","3","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3956,"200706",940,6,0,2007,2007-02-15,2007,2,15,"London, England","England","904","Janine di Giovanni","https://en.wikipedia.org/wiki/Janine_di_Giovanni","1675439","1","10","White",NA,"No information",NA,"No information","2","Journalist, war reportter","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3957,"200706",940,6,0,2007,2007-02-15,2007,2,15,"London, England","England","1052","Julia Goldsworthy","https://en.wikipedia.org/wiki/Julia_Goldsworthy","1860101","1","10","White","1","Privately educated","1","Oxford/Cambridge","1","Lib Dem Dept Treasury Spokesperson","1","1","Lib Dem","3","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3958,"200706",940,6,0,2007,2007-02-15,2007,2,15,"London, England","England","1337","Norman Tebbit","https://en.wikipedia.org/wiki/Norman_Tebbit","64686","0","10","White","0","State educated","99","Did not attend","1","HoL, Lord Temporal","1","2","Conservative","1","05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3959,"200706",940,6,0,2007,2007-02-15,2007,2,15,"London, England","England","1459","Richard Littlejohn","https://en.wikipedia.org/wiki/Richard_Littlejohn","1341523","0","10","White","0","State educated","99","Did not attend","2","Journalist","0",NA,NA,NA,"05-10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
