name,wiki_url,constituency,exclude,party,brex_cat,brex_cat_lab,brex_cat_source,brex_cat_notes,brex_cat_link,delay_bill,may_bill,benn_bill,nodeal_bill
Nigel Adams,https://en.wikipedia.org/wiki/Nigel_Adams,Selby and Ainsty,0,Conservative,5,No Deal,"In his resignation letter, the MP for the Yorkshire seat of Selby and Ainsty warned Mrs May the government risked failing to deliver ""the Brexit people voted for"" and failing to prevent ""the calamity of a Corbyn government"". ""I and many others agreed with your previous position that no deal is better than a bad deal,"" he says. ""It now seems that you and your cabinet have decided that a deal - cooked up with a Marxist who has never once in his political life put British interest first - is better than no deal.""",NA,https://www.bbc.co.uk/news/uk-wales-politics-47800208,NA,1,0,NA
Lucy Allan,https://en.wikipedia.org/wiki/Lucy_Allan_(politician),Telford,0,Conservative,5,No Deal,"Lucy Allan said it is time for those on the continent to stop “sneering at Britain and those that voted to leave the EU”. The MP backed Prime Minister Theresa May’s Brexit white paper, released last night, which lays out plans for the split. But the country must be prepared to walk away with a no-deal if the EU attempts to “water down” the plans, Ms Allan said.“Leave voters cast their vote in good faith,” she said. “They have a right to be heard and respected. It is time to get tough with Europe. They cannot go on sneering at Britain and Brexit voters."";  Deep Tory splits have been exposed once again after one of their MPs described the Brexit Party candidates for next month's European Parliament elections as ""fantastic"". Backbencher Lucy Allen heaped praise on her own party's supposed rivals as they announced who would be standing for them should the poll go ahead on 23 May.“To be honest, Nigel and I are unlikely to agree on a range of issues… but on the key question of implementing Brexit, no ifs, no buts, on the crucial issue of honouring democracy, Nigel and I agree wholeheartedly.""",NA,https://www.politicshome.com/news/article/tory-splits-erupt-once-again-as-mp-hails-fantastic-brexit-party-candidates,NA,0,0,NA
Michael Gove,https://en.wikipedia.org/wiki/Michael_Gove,Surrey Heath,0,Conservative,5,No Deal,"Michael Gove today warns Brussels that Britain is “well prepared” for a no-deal Brexit and will brave the “turbulence” to go it alone, because the EU has refused to give any ground. In a stark intervention from the cabinet minister in charge of no-deal preparations, Gove makes clear that he has sidelined his well-publicised concerns and is now preparing to trade on World Trade Organisation terms.",NA,NA,1,1,0,NA
Sajid Javid,https://en.wikipedia.org/wiki/Sajid_Javid,Bromsgrove,0,Conservative,5,No Deal,"Mr Javid rules out holding another referendum or an early general election, says he will not revoke Article 50 and vows to ramp up preparations for No Deal if he becomes prime minister.; Javid indicated he would be prepared to take Britain out of the EU without a deal, and called for no-deal preparations to be stepped up.[78] Javid set out his Brexit strategy in a piece for the Daily Mail, declaring ""no, no, no"" to the idea of allowing either another Brexit referendum, an early general election or revoking of Article 50.",NA,https://www.telegraph.co.uk/politics/2019/05/31/sajid-javid-prepared-take-britain-eu-without-deal/; https://en.wikipedia.org/wiki/Sajid_Javid,1,1,0,NA
Jonathan Lord,https://en.wikipedia.org/wiki/Jonathan_Lord,Woking,0,Conservative,5,No Deal,"my position remains that there should not be a second referendum. I firmly believe that a second vote would be hugely divisive and damaging to our country's already fragmented national unity, and that the 2016 Referendum result to leave the EU should be respected and implemented as all the major party leaders faithfully promised it would be.; Jonathan Lord , a Conservative MP and also a Brexiter voted against Mrs May's deal in both meaningful votes. Here is how he voted on the eight options: 'For' leaving the EU without a deal",NA,https://www.wokingconservatives.org.uk/news/statement-brexit-jonathan-lord-mp; https://www.getsurrey.co.uk/news/surrey-news/look-how-surreys-mps-voted-16039565,NA,0,0,1
Adam Holloway,https://en.wikipedia.org/wiki/Adam_Holloway,Gravesham,0,Conservative,5,No Deal,"One of the ""Spartans"" who repeatedly voted against May's deal in 2019. Also repeatedly voted to keep No Deal on the table. Brexit first preference, deal an option rather than a necessity.",,https://thecritic.co.uk/issues/february-2020/spartans-who-remade-britain/,0,0,0,1
Andrew Bridgen,https://en.wikipedia.org/wiki/Andrew_Bridgen,North West Leicestershire,0,Conservative,5,No Deal,NA,,https://www.brugesgroup.com/events/10-events/1309-no-delay-no-capitulation-no-deal,0,0,0,1
Andrew Rosindell,https://en.wikipedia.org/wiki/Andrew_Rosindell,Romford,0,Conservative,5,No Deal,NA,,https://www.romfordrecorder.co.uk/news/andrew-rosindell-romford-mp-column-romford-recorder-29-march-2019-3211124,0,0,0,1
Anne-Marie Trevelyan,https://en.wikipedia.org/wiki/Anne-Marie_Trevelyan,Berwick-upon-Tweed,0,Conservative,5,No Deal,Spartan,,https://www.dailymail.co.uk/news/article-6868893/Hardline-Brexiteers-warn-Theresa-Government-collapse-caves-Remainers.html,0,0,0,1
Ben Bradley,https://en.wikipedia.org/wiki/Ben_Bradley_(politician),Mansfield,0,Conservative,5,No Deal,NA,,https://twitter.com/bbradley_mans/status/1105751905190449152,0,0,0,1
Bill Cash,https://en.wikipedia.org/wiki/Sir_Bill_Cash,Stone,0,Conservative,5,No Deal,NA,,NA,0,0,0,1
Chris Green,https://en.wikipedia.org/wiki/Chris_Green_(politician),Bolton West,0,Conservative,5,No Deal,NA,,https://www.chris-green.org.uk/news/local-mp-vote-against-eu-withdrawal-agreement,0,0,0,1
Christopher Chope,https://en.wikipedia.org/wiki/Christopher_Chope,Christchurch,0,Conservative,5,No Deal,"voted against blocking no-deal,",,https://www.theguardian.com/politics/ng-interactive/2019/sep/04/did-your-mp-vote-for-the-bill-to-stop-a-no-deal-brexit    https://www.bournemouthecho.co.uk/news/17339896.chope-brexit-stop-warning-no-deal/,NA,0,0,1
Daniel Kawczynski,https://en.wikipedia.org/wiki/Daniel_Kawczynski,Shrewsbury and Atcham,0,Conservative,5,No Deal,NA,,https://www.telegraph.co.uk/politics/2019/07/31/will-not-just-survive-no-deal-brexit-thrive/,0,0,0,1
Edward Leigh,https://en.wikipedia.org/wiki/Sir_Edward_Leigh,Gainsborough,0,Conservative,5,No Deal,voting only for the deal because parliament won't allow 'no deal',,https://www.express.co.uk/news/politics/1071632/brexit-news-no-deal-brexit-theresa-may-meaningful-vote-tories,NA,1,0,1
Iain Duncan Smith,https://en.wikipedia.org/wiki/Iain_Duncan_Smith,Chingford and Woodford Green,0,Conservative,5,No Deal,NA,,https://metro.co.uk/2019/01/12/no-deal-brexit-way-get-back-control-borders-claims-iain-duncan-smith-8338663/,0,0,0,1
Jake Berry,https://en.wikipedia.org/wiki/Jake_Berry,Rossendale and Darwen,0,Conservative,5,No Deal,NA,,https://twitter.com/jakeberry/status/1110974278239948800,NA,1,0,1
Paul Beresford,https://en.wikipedia.org/wiki/Paul_Beresford,Mole Valley,0,Conservative,5,No Deal,"Sir Paul Beresford backed Remain during the referendum, but in the previous round of indicative votes voted against every proposal. Here's his record from Monday: Against Ken Clarke's customs union proposal, Against Peter Kyle and Nick Wilson's proposal for a referendum, Against Nick Bole's ""Common Market 2.0"" proposal for a single market and customs union, Against Joanna Cherry's proposal to avoid no deal; voted against taking no deal off the table, voted in favour of leaving without a deal",NA,https://www.getsurrey.co.uk/news/surrey-news/how-surreys-mps-voted-brexit-16062481; https://www.standard.co.uk/news/politics/how-did-your-mp-vote-on-the-no-deal-brexit-motion-a4091286.html; https://www.publicwhip.org.uk/division.php?date=2019-03-27&house=commons&number=386,1,1,0,0
James Gray,https://en.wikipedia.org/wiki/James_Gray_(British_politician),North Wiltshire,0,Conservative,5,No Deal,"So, I can see no alternative but a straightforward departure on 31 October. It is true that we will not have a signed, sealed and delivered ‘Deal’ which bureaucrats would no doubt like.  But I have every confidence that it would take a very short time for intelligent civil servants to get together and work out bilateral deals on a whole host of subjects with our European neighbours and others. After all most of these matters- the rights of EU citizens in the UK and vice-versa, the carriage of drugs over borders, and a host of detailed and technical matters were all agreed in the 750-page Withdrawal Agreement. Most of that stuff is easily transported into Bi-lateral agreements instead of the multinational catch-all which they had set out to create.",NA,https://jamesgray.org/index.php/weekly-column/172-deal-or-no-deal-2,0,0,0,1
John Hayes,https://en.wikipedia.org/wiki/John_Hayes_(British_politician),South Holland and The Deepings,0,Conservative,5,No Deal,"The Government’s approach is clear - each and every Department is preparing, with diligent thoroughness for an orderly departure on WTO terms, beginning on November 1. Despite much alarmist rhetoric, a no deal Brexit, far from signalling Armageddon, will signpost the route to new choices and new chances.",NA,https://www.spaldingtoday.co.uk/news/hayes-in-the-house-we-must-leave-eu-without-delay-9080051/,NA,0,0,1
John Redwood,https://en.wikipedia.org/wiki/John_Redwood,Wokingham,0,Conservative,5,No Deal,"Voted in favour of leaving without a deal, voted against May Withrawal Deal, voted against extending the Brexit exit deadline",NA,https://www.publicwhip.org.uk/division.php?date=2019-03-27&number=386&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-01-15&number=293&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-04-09&number=413&display=allpossible,0,0,0,1
John Whittingdale,https://en.wikipedia.org/wiki/John_Whittingdale,Maldon,0,Conservative,5,No Deal,"Voted in favour of leaving without a deal, voted against May Withrawal Deal, voted against extending the Brexit exit deadline",NA,https://www.publicwhip.org.uk/division.php?date=2019-03-27&number=386&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-01-15&number=293&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-04-09&number=413&display=allpossible,0,0,0,1
Johnny Mercer,https://en.wikipedia.org/wiki/Johnny_Mercer_(politician),"Plymouth, Moor View",0,Conservative,5,No Deal,"Voted in favour of leaving without a deal, voted against May Withrawal Deal, voted against extending the Brexit exit deadline",NA,https://www.publicwhip.org.uk/division.php?date=2019-03-27&number=386&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-01-15&number=293&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-04-09&number=413&display=allpossible,0,0,0,1
Julia Lopez,https://en.wikipedia.org/wiki/Julia_Lopez_(politician),Hornchurch and Upminster,0,Conservative,5,No Deal,"Voted in favour of leaving without a deal, voted against May Withrawal Deal, voted against extending the Brexit exit deadline",NA,https://www.publicwhip.org.uk/division.php?date=2019-03-27&number=386&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-01-15&number=293&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-04-09&number=413&display=allpossible,0,0,0,1
Julian Lewis,https://en.wikipedia.org/wiki/Julian_Lewis,New Forest East,0,Conservative,5,No Deal,"Voted in favour of leaving without a deal, voted against May Withrawal Deal, voted against extending the Brexit exit deadline",NA,https://www.publicwhip.org.uk/division.php?date=2019-03-27&number=386&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-01-15&number=293&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-04-09&number=413&display=allpossible,0,0,0,1
Laurence Robertson,https://en.wikipedia.org/wiki/Laurence_Robertson,Tewkesbury,0,Conservative,5,No Deal,"Voted in favour of leaving without a deal, voted against May Withrawal Deal, voted against extending the Brexit exit deadline",NA,https://www.publicwhip.org.uk/division.php?date=2019-03-27&number=386&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-01-15&number=293&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-04-09&number=413&display=allpossible,0,0,0,1
Lee Rowley,https://en.wikipedia.org/wiki/Lee_Rowley,North East Derbyshire,0,Conservative,5,No Deal,"Voted in favour of leaving without a deal, voted against May Withrawal Deal, voted against extending the Brexit exit deadline",NA,https://www.publicwhip.org.uk/division.php?date=2019-03-27&number=386&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-01-15&number=293&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-04-09&number=413&display=allpossible,0,0,0,1
Marcus Fysh,https://en.wikipedia.org/wiki/Marcus_Fysh,Yeovil,0,Conservative,5,No Deal,"Voted in favour of leaving without a deal, voted against May Withrawal Deal, voted against extending the Brexit exit deadline",NA,https://www.publicwhip.org.uk/division.php?date=2019-03-27&number=386&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-01-15&number=293&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-04-09&number=413&display=allpossible,0,0,0,1
Maria Caulfield,https://en.wikipedia.org/wiki/Maria_Caulfield,Lewes,0,Conservative,5,No Deal,"Voted in favour of leaving without a deal, voted against May Withrawal Deal, voted against extending the Brexit exit deadline",NA,https://www.publicwhip.org.uk/division.php?date=2019-03-27&number=386&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-01-15&number=293&display=allpossible; https://www.publicwhip.org.uk/division.php?date=2019-04-09&number=413&display=allpossible,0,0,0,1
